source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0042149	cellular response to glucose starvation	0.00038997784052730006	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of glucose."" [GOC:jl]"	51	355	9	21031	0.02535211267605634	0.17647058823529413	query_1	['GO:0009267']
GO:CC	GO:0005775	vacuolar lumen	0.00039069901638296074	True	"""The volume enclosed within the vacuolar membrane."" [ISBN:0198506732]"	178	358	14	22097	0.03910614525139665	0.07865168539325842	query_1	['GO:0005773', 'GO:0070013']
GO:BP	GO:0070848	response to growth factor	0.00040640411039491627	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	711	355	33	21031	0.09295774647887324	0.046413502109704644	query_1	['GO:0009719']
GO:BP	GO:0007167	enzyme-linked receptor protein signaling pathway	0.0004074452584213553	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	967	355	40	21031	0.11267605633802817	0.04136504653567735	query_1	['GO:0007166']
GO:CC	GO:0005766	primary lysosome	0.000422747883647175	True	"""A lysosome before it has fused with a vesicle or vacuole."" [GOC:jl, ISBN:0815316194]"	154	358	13	22097	0.036312849162011177	0.08441558441558442	query_1	['GO:0005764']
GO:CC	GO:0042582	azurophil granule	0.000422747883647175	True	"""Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:jl, PMID:17152095]"	154	358	13	22097	0.036312849162011177	0.08441558441558442	query_1	['GO:0005766', 'GO:0030141']
GO:CC	GO:0098576	lumenal side of membrane	0.0004554217394085948	True	"""Any side (leaflet) of a membrane that faces the lumen of an organelle."" [GOC:dos]"	36	358	7	22097	0.019553072625698324	0.19444444444444445	query_1	['GO:0031090', 'GO:0098552']
GO:BP	GO:0052547	regulation of peptidase activity	0.00046523241608074754	True	"""Any process that modulates the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:ai]"	244	355	18	21031	0.05070422535211268	0.07377049180327869	query_1	['GO:0030162', 'GO:0051336']
GO:BP	GO:0071363	cellular response to growth factor stimulus	0.0004793487319163267	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	681	355	32	21031	0.09014084507042254	0.04698972099853157	query_1	['GO:0070848', 'GO:0071495']
GO:MF	GO:0044183	protein folding chaperone	0.00048825734442378135	True	"""Binding to a protein or a protein-containing complex to assist the protein folding process."" [GOC:mtg_cambridge_2009]"	60	358	9	20212	0.025139664804469275	0.15	query_1	['GO:0003674']
GO:BP	GO:0052548	regulation of endopeptidase activity	0.0004941031603107251	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	219	355	17	21031	0.04788732394366197	0.0776255707762557	query_1	['GO:0052547']
GO:BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	0.0005055757330308712	True	"""The series of molecular signals initiated by tumor necrosis factor binding to its receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	105	355	12	21031	0.03380281690140845	0.11428571428571428	query_1	['GO:0019221', 'GO:0071356']
GO:BP	GO:0042100	B cell proliferation	0.0005055757330308712	True	"""The expansion of a B cell population by cell division. Follows B cell activation."" [GOC:jl]"	105	355	12	21031	0.03380281690140845	0.11428571428571428	query_1	['GO:0042113', 'GO:0046651']
GO:BP	GO:0035295	tube development	0.0005133090019940059	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1091	355	43	21031	0.12112676056338029	0.03941338221814849	query_1	['GO:0007275', 'GO:0048856']
GO:BP	GO:0002440	production of molecular mediator of immune response	0.0005273661916092145	True	"""The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	220	355	17	21031	0.04788732394366197	0.07727272727272727	query_1	['GO:0002376', 'GO:0010467']
GO:MF	GO:0008134	transcription factor binding	0.0005366650430684959	True	"""Binding to a transcription factor, a protein required to initiate or regulate transcription."" [ISBN:0198506732]"	600	358	29	20212	0.08100558659217877	0.04833333333333333	query_1	['GO:0005515']
GO:BP	GO:0019220	regulation of phosphate metabolic process	0.0005381606135352764	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1132	355	44	21031	0.12394366197183099	0.038869257950530034	query_1	['GO:0006796', 'GO:0051174']
GO:BP	GO:0051174	regulation of phosphorus metabolic process	0.0005514718220876224	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1133	355	44	21031	0.12394366197183099	0.038834951456310676	query_1	['GO:0006793', 'GO:0031323']
GO:BP	GO:0001568	blood vessel development	0.0005589416558959697	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	721	355	33	21031	0.09295774647887324	0.04576976421636616	query_1	['GO:0001944', 'GO:0048856']
GO:BP	GO:0010038	response to metal ion	0.0005645832973104331	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]"	360	355	22	21031	0.061971830985915494	0.06111111111111111	query_1	['GO:0010035']
GO:BP	GO:0032703	negative regulation of interleukin-2 production	0.0005819116020890108	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]"	27	355	7	21031	0.01971830985915493	0.25925925925925924	query_1	['GO:0001818', 'GO:0032623', 'GO:0032663']
GO:BP	GO:0009056	catabolic process	0.0005847472513306405	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2556	355	77	21031	0.21690140845070421	0.030125195618153366	query_1	['GO:0008152']
GO:BP	GO:0070727	cellular macromolecule localization	0.0005901272804776146	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2742	355	81	21031	0.22816901408450704	0.02954048140043764	query_1	['GO:0033036', 'GO:0051641']
GO:BP	GO:0001666	response to hypoxia	0.0005938289216043286	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	303	355	20	21031	0.056338028169014086	0.066006600660066	query_1	['GO:0006950', 'GO:0036293']
GO:MF	GO:0019207	kinase regulator activity	0.0006493899272436438	True	"""Modulates the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:ai]"	266	358	18	20212	0.05027932960893855	0.06766917293233082	query_1	['GO:0030234']
GO:BP	GO:0006913	nucleocytoplasmic transport	0.0006669029936845345	True	"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]"	334	355	21	21031	0.059154929577464786	0.06287425149700598	query_1	['GO:0051169']
GO:BP	GO:0051169	nuclear transport	0.0006669029936845345	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	334	355	21	21031	0.059154929577464786	0.06287425149700598	query_1	['GO:0046907']
GO:BP	GO:0015031	protein transport	0.0006756143540631728	True	"""The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1424	355	51	21031	0.14366197183098592	0.03581460674157303	query_1	['GO:0045184', 'GO:0071702', 'GO:0071705']
GO:BP	GO:1901653	cellular response to peptide	0.0006821466635114105	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	364	355	22	21031	0.061971830985915494	0.06043956043956044	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']
GO:MF	GO:0019956	chemokine binding	0.0006990869712632068	True	"""Binding to a chemokine. Chemokines are a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:ai, GOC:BHF, GOC:rl, PMID:12183377, Wikipedia:Chemokine]"	33	358	7	20212	0.019553072625698324	0.21212121212121213	query_1	['GO:0019955']
GO:MF	GO:0023023	MHC protein complex binding	0.0006990869712632068	True	"""Binding to a major histocompatibility complex."" [GOC:mtg_signal, GOC:vw]"	33	358	7	20212	0.019553072625698324	0.21212121212121213	query_1	['GO:0044877']
GO:CC	GO:0098553	lumenal side of endoplasmic reticulum membrane	0.0007004704141343963	True	"""The side (leaflet) of the plasma membrane that faces the lumen."" [GOC:ab, GOC:dos]"	25	358	6	22097	0.01675977653631285	0.24	query_1	['GO:0005789', 'GO:0098576']
GO:BP	GO:0016032	viral process	0.0008049203571583683	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	429	355	24	21031	0.0676056338028169	0.055944055944055944	query_1	['GO:0008150']
GO:BP	GO:0051338	regulation of transferase activity	0.0008385961096405128	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	594	355	29	21031	0.08169014084507042	0.04882154882154882	query_1	['GO:0050790']
GO:BP	GO:0009267	cellular response to starvation	0.0008394452830745538	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of nourishment."" [GOC:jl]"	177	355	15	21031	0.04225352112676056	0.0847457627118644	query_1	['GO:0031669', 'GO:0033554', 'GO:0042594']
